Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
A iniciativa, espécie de reencontro entre duas cidades geminadas pelos respectivos municípios, coube ao Leal Senado de Macau e à Câmara Municipal do Porto e reuniu um conjunto de 144 obras de 34 artistas, abrangendo as áreas da Pintura, do Desenho, da Ilustração, da Gravura, da Fotografia e do Design Gráfico.;Leal Senado de Macau;ORG;;Câmara Municipal do Porto;ORG
Em 1917 entra para o Governo populista de Sidónio Pais, exercendo os cargos Ministro dos Negócios Estrangeiros, embaixador de Portugal em Espanha, e depois o de presidente da delegação portuguesa à Conferência de Paz, em Paris, no final da I Guerra Mundial (1914-1918).;Portugal;ORG;;Espanha;PLC
Em declarações à agência Lusa, António Fontes, da AIPAN, disse que o preço do pão terá de aumentar para fazer face à subida de 92 $% registada ao longo de 2007 no preço da matéria-prima de base (farinha).;António Fontes;PER;de;AIPAN;ORG
Através da Casa de Cinema de Porto Alegre, esse grupo produziu obras-primas como o curta-metragem Ilha das Flores e apresentou para o país cineastas como Jorge Furtado, considerado um dos mais interessantes realizadores do cinema brasileiro atual.;Casa de Cinema;ORG;apresentou cineastas como;Jorge Furtado;PER
Norte-americanos disparam contra posições iraquianas Aparelhos norte-americano dispararam mísseis e lançaram bombas sobre posições iraquianas no norte do país 'em resposta a disparos de artilharia anti-aérea' do Iraque, anunciou o Pentágono em comunicado.;Iraque;ORG;;Pentágono;ORG
A Legião da Boa Vontade ocupa, hoje, o 4.º lugar entre as organizações inscritas na Organização Mundial das Nações Unidas.;Legião da Boa Vontade;ORG;ocupa o 4.º lugar entre as organizações inscritas em;Organização Mundial das Nações Unidas;ORG
Rainha D. Maria II Foto da Biblioteca Biblioteca Central da Marinha Situada, desde 1891, na Praça do Império, na imediata proximidade do Mosteiro dos Jerónimos, a Biblioteca Central da Marinha (BCM) é sucessora da antiga Biblioteca da Real Academia dos Guardas-Marinhas, que seguiu com a côrte para o Brasil e foi transferida para o Rio de Janeiro aquando da 1ª invasão francesa, tendo ficado em grande parte em aquele país.;Biblioteca Central da Marinha;ORG;em;Praça do Império;PLC
Rainha D. Maria II Foto da Biblioteca Biblioteca Central da Marinha Situada, desde 1891, na Praça do Império, na imediata proximidade do Mosteiro dos Jerónimos, a Biblioteca Central da Marinha (BCM) é sucessora da antiga Biblioteca da Real Academia dos Guardas-Marinhas, que seguiu com a côrte para o Brasil e foi transferida para o Rio de Janeiro aquando da 1ª invasão francesa, tendo ficado em grande parte em aquele país.;Biblioteca da Real Academia;ORG;seguiu para;Brasil;PLC
A sua fundação, como 'Biblioteca de Marinha', deve-se à Rainha D. Maria II, por decreto de 7 de Janeiro de 1835, ficando de ínicio integrada no Arsenal Real de Marinha e instalada no andar nobre do respectivo edíficio da Ribeira das Naus.;Biblioteca de Marinha;ORG;integrada em;Arsenal Real de Marinha;PLC
A sua fundação, como 'Biblioteca de Marinha', deve-se à Rainha D. Maria II, por decreto de 7 de Janeiro de 1835, ficando de ínicio integrada no Arsenal Real de Marinha e instalada no andar nobre do respectivo edíficio da Ribeira das Naus.;Biblioteca de Marinha;ORG;instalada em;Ribeira das Naus;PLC
Paquistão após o assassinato de Benazir Bhutto 28/ Dezembro $/ 2007·;Paquistão;ORG;após o assassinato de;Benazir Bhutto;PER
Em campanha, a ex-primeira-ministra mostrava-se particularmente agressiva contra o Talibã, o radicalismo islâmico e sua cria, a al-Qaeda, alojados ao norte.;Talibã;PER;sua cria;al-Qaeda;ORG
Benazir Bhutto contava com a simpatia dos Eua por conta.;Benazir Bhutto;PER;contava com a simpatia de;Eua;ORG
A inspiração veio das ruas: há três semanas, um outdoor do McDonald's na Avenida Jorge Amado havia recebido uma interferência gráfica.;McDonald's;ORG;em;Avenida Jorge Amado;PLC
Sangue Quente - Pelo menos a ocupação sinistra de Bush no Iraque serviu para mobilizar os glóbulos vermelhos de muita gente.;Bush;ORG;em;Iraque;PLC
Finalmente, o PSD divulga que uma fábrica local, a Ferro-Têxtil, está a poluir o 'ribeiro dos peixes', colocando em causa o seu aproveitamento para as regas dos terrenos agrícolas que circundam aquela área.;PSD;ORG;divulga;Ferro-Têxtil;ORG
Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada pelo Ministério da Indústria do Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.;Ferro-Têxtil;ORG;licenciada por;Ministério da Indústria;ORG
Em a mesma linha, o vereador lembra que a Ferro-Têxtil foi licenciada pelo Ministério da Indústria do Governo cessante, a quem deverá ser imputada a responsabilidade de eventuais problemas.;Ministério da Indústria;ORG;de;Governo;ORG
Ouvimos com o melhor agrado essa exposição de V.Exa. a respeito dos progressos da Petrobrás na produção do óleo em nosso País.;Petrobrás;ORG;em;País;PLC
Se a lógica ainda prevalecer no país em frangalhos, parece evidente que os maiores interessados em sua morte são justamente o Talibã e a al-Qaeda.;Talibã;ORG;;al-Qaeda;ORG
A Arábia Saudita era um dos três países do mundo que reconheciam, no Afeganistão, o governo Talibã.;Arábia Saudita;ORG;reconheciam;Afeganistão;ORG
É aí que novos padrões vêm à tona: correlações entre espécies diferentes, características da paisagem e outros fatores que não poderiam ser descobertos de outra maneira ', afirma Jason Knight, instrutor da Wilderness Awareness School em Duvall, Washington.;Jason Knight;PER;instrutor de;Wilderness Awareness School;ORG
No entanto, Christina Eisenberg, uma bióloga que estuda os lobos e trabalha para o Serviço Americano de Vida Selvagem e Aquática conta que parou de usar o sistema porque ele travava inesperadamente.;Christina Eisenberg;PER;trabalha para;Serviço Americano de Vida Selvagem e Aquática;ORG
Almeida Henriques, presidente da Associação Industrial da Região de Viseu (AIRV), é o novo rosto do Conselho Empresarial do Centro (CEC).;Associação Industrial da Região de Viseu;ORG;;Conselho Empresarial do Centro;ORG
Como não pertencemos ainda a nenhuma das confederações, pelo facto de sermos um órgão regional, em uma reunião do executivo deliberámos que associações que temos dentro da Confederação do Comércio, dentro da Confederação do Turismo irão, para já, fazer a ponte entre os associados do CEC e as próprias confederações, nomeadamente através da busca de informação.;Confederação do Comércio;ORG;;CEC;ORG
Como não pertencemos ainda a nenhuma das confederações, pelo facto de sermos um órgão regional, em uma reunião do executivo deliberámos que associações que temos dentro da Confederação do Comércio, dentro da Confederação do Turismo irão, para já, fazer a ponte entre os associados do CEC e as próprias confederações, nomeadamente através da busca de informação.;Confederação do Turismo;ORG;;CEC;ORG
O CEC é o interlocutor natural junto da CCR para todas as associações da região centro, portanto junto do poder regional.;CEC;ORG;interlocutor;CCR;ORG
Em este âmbito das parcerias sociais, o próprio Governo deverá ter o cuidado de começar a solicitar ao CEC participação e nós podemos participar em as comissões especializadas e estar cada vez mais próximos das tomadas de decisão e afluir em essas mesmas decisões.;Governo;ORG;solicitar a;CEC;ORG
O CEC foi reconhecido há dois anos como Câmara do Comércio e Industria.;CEC;ORG;reconhecido há dois anos como;Câmara do Comércio e Industria;ORG
Isto é, queremos desenvolver um tribunal arbitral para a actividade empresarial dentro da Câmara, queremos apresentar junto do Governo um projecto de criação de um cartório de competências especializado que possa funcionar em estes seis distritos.;Câmara;ORG;;Governo;ORG
As Câmaras deverão assumir responsabilidades que resultem de uma contratualização com o Estado porque há serviços que o Estado presta mal e que as Câmaras poderão prestar, permitindo ao tecido empresarial ser cada vez mais competitivo.;Câmaras;ORG;assumir responsabilidades que resultem de uma contratualização com;Estado;ORG
A iniciativa é da Comissão das Cidades Irmãs São Paulo-Osaka, que plantou-as próximo ao Pavilhão Japonês.;Cidades Irmãs São Paulo-Osaka;ORG;;Pavilhão Japonês;PLC
Coma à vontade: A equipe do Jornal do Nikkey esteve pesquisando um lado gostoso da Liberdade em São Paulo.;Jornal do Nikkey;ORG;pesquisando em;São Paulo;PLC
Sunab autua empresas por alta abusiva dos preços Da Sucursal de Brasília e da Reportagem Local A Sunab (Superintendência Nacional de Abastecimento) autuou 62 estabelecimentos comerciais em 16 Estados entre 27 de junho e 8 de julho último.;Da Sucursal de Brasília;ORG;;Reportagem Local;ORG
A única coisa que pedimos é que cada nova versão seja também tornada pública no site do Creative Commons', diz Christiansen.;Creative Commons;ORG;;Christiansen;PER
Em o próximo sábado, a as 16h, Ronaldo Lemos, diretor do Creative Commons no Brasil, irá participar de um debate com os membros do Superflex, na Vermelho, e logo após será realizada uma gincana intitulada 'Free Beer Pub Quiz', na qual participantes receberão prêmios ao responderem questões sobre propriedade intelectual e direitos autorais.;Ronaldo Lemos;PER;diretor de;Creative Commons;ORG
A sua fundação, como 'Biblioteca de Marinha', deve-se à Rainha D. Maria II, por decreto de 7 de Janeiro de 1835, ficando de ínicio integrada no Arsenal Real de Marinha e instalada no andar nobre do respectivo edíficio da Ribeira das Naus.;Biblioteca de Marinha;ORG;deve a;Rainha D. Maria II;PER
Se isto estivesse em vias de acontecer, o bibliófilo José Mindlin, 90 anos, dono de uma das mais importantes bibliotecas do Brasil e símbolo nacional do culto ao livro, não teria se encontrado esta semana com seu colega americano, Matthew Battles, 35, editor do boletim da Biblioteca Houghton, que guarda as obras raras de Harvard.;Biblioteca Houghton;ORG;guarda as obras raras de;Harvard;ORG
O anúncio foi feito ontem, em São Francisco, em os Eua, onde decorre a Macworld, feira que a Apple organiza todos os anos para apresentar as suas novidades.;São Francisco;PLC;;Apple;ORG
O programa de desenvolvimento 'estará de acordo com as tendências da tecnologia da informação e ajudará a melhorar a inovação e competitividade mundial das empresas chinesas', disse o ministro da Indústria da Informação, Wang Xundong, citado pela agência Xinhua.;Wang Xundong;PER;citado por;Xinhua;ORG
O diretor Aloysio Legey deixou o comando do Megatom para cuidar dos especiais de fim de ano da Globo.;Aloysio Legey;PER;deixou cuidar dos especiais de fim de ano de;Globo;ORG
Mario Lúcio Vaz, diretor da Central Globo de Controle de Qualidade assumiu a supervisão do humorístico.;Mario Lúcio Vaz;PER;diretor de;Central Globo de Controle de Qualidade;ORG
Os censores de Zé Gregori elaboram um ofício advertindo a Rede Record por causa da exibição do filme Fogo contra Fogo em horário impróprio no último domingo.;Zé Gregori;PER;;Rede Record;ORG
Ministério da Justiça recua Os censores de Zé Gregori elaboram um ofício advertindo a Rede Record por causa da exibição do filme Fogo contra Fogo em horário impróprio no último domingo.;Ministério da Justiça;ORG;;Zé Gregori;PER
Em o Norte, uma força do CICA 1 liderada pelo Tenente-Coronel Carlos Azeredo toma o Quartel General da Região Militar do Porto.;CICA 1;ORG;liderada por;Tenente-Coronel Carlos Azeredo;PER
As forças da Escola Prática de Cavalaria eram comandadas pelo então comandante Salgueiro Maia.;Escola Prática de Cavalaria;ORG;comandadas por;Salgueiro Maia;PER
Hugo Doménech, professor da Universidade Jaume de Castellón e do jornalista Raul Riebenbaueur reuniram um especialista forense, um militar geodésico e um astrofísico e recolheram depoimentos locais.;Hugo Doménech;PER;professor de;Universidade Jaume de Castellón;ORG
Luiz Carvalho, fotojornalista do Expresso.;Luiz Carvalho;PER;fotojornalista de;Expresso;ORG
A Evolução da Colônia portuguesa na América, a partir da segunda metade do século XVII, será profundamente marcada pelo novo rumo que toma Portugal como potência colonial.;América;PLC;;Portugal;ORG
Os acordos concluídos com a Inglaterra em 1642-54-61 estruturaram essa aliança que marcará profundamente a vida política e econômica de Portugal e do Brasil durante os dois séculos seguintes.;Inglaterra;ORG;;Portugal;PLC
Os acordos concluídos com a Inglaterra em 1642-54-61 estruturaram essa aliança que marcará profundamente a vida política e econômica de Portugal e do Brasil durante os dois séculos seguintes.;Inglaterra;ORG;;Brasil;PLC
Aí conseguiu o governo lusitano que a França renunciasse a quaisquer reclamações sobre a foz do Amazonas e a quaisquer direitos de navegação em esse rio.;França;ORG;;Amazonas;PLC
Igualmente em essa conferência, Portugal conseguiu da Espanha o reconhecimento de seus direitos sobre a colônia do Sacramento.;Portugal;ORG;;Sacramento;PLC
Ambos os acordos receberam a garantia direta da Inglaterra e vieram a constituir fundamentos da estabilidade territorial da América portuguesa.;Inglaterra;ORG;;América;PLC
Transferindo-se o governo português para o Brasil sob a proteção inglesa e operando-se a independência sem descontinuidade na chefia do governo, os privilégios econômicos de que se beneficiava a Inglaterra em Portugal transferiram-se automaticamente para o Brasil independente.;Inglaterra;ORG;em;Portugal;PLC
Esses acordos foram firmados em momentos difíceis e constituíam, dentro da tradição das relações luso-inglesas, pagamentos em privilégios econômicos de 1810 foram firmados contra a garantia da Inglaterra de que nenhum governo imposto por Napoleão em Portugal seria reconhecido.;Inglaterra;ORG;;Portugal;PLC
New York, New York no mês passado, o presidente da Câmara de Nova Iorque, Michael Bloomberg, decidiu entregar o cartão de militante do Partido Conservador.;Câmara;ORG;de;Nova Iorque;PLC
E se ele avançar, as mais recentes sondagens indicam que o boletim de voto das eleições de 2008 podem ter três rostos ligados à 'Big Apple': Hillary Clinton, senadora pelo estado de Nova Iorque, Rudy Giuliani, o republicano que já foi presidente da Câmara da cidade, e Michael Bloomberg, o homem que sucedeu a Giuliani no cargo.;Big Apple;ORG;;Nova Iorque;PLC
Concurso Para Auditor Fiscal do INSS Já está pronta a minuta do edital do concurso para auditor fiscal do INSS, que oferecerá 150 vagas, prometidas pelo governo federal, conforme revelou o chefe de Divisão na Coordenação Geral do INSS, Maurílio Gonçalves Dias.;INSS;ORG;;Divisão na Coordenação Geral do INSS;ORG
Em o dia 30 de junho, a Comissão de Controle e Gestão Fiscal, do Ministério da Fazenda, publicou, no Diário Oficial, uma recomendação ao Ministério de Orçamento e Gestão, pela autorização para a abertura de concursos.;Comissão de Controle e Gestão Fiscal;ORG;de;Ministério da Fazenda;ORG
Em o dia 30 de junho, a Comissão de Controle e Gestão Fiscal, do Ministério da Fazenda, publicou, no Diário Oficial, uma recomendação ao Ministério de Orçamento e Gestão, pela autorização para a abertura de concursos.;Comissão de Controle e Gestão Fiscal;ORG;recomendação a;Ministério de Orçamento e Gestão;ORG
Uma fonte do INSS disse que é grande a possibilidade da Universidade de Brasília (UnB) organizar o seu concurso.;INSS;ORG;;Universidade de Brasília;ORG
"Quando Granada caiu e a reconquista cristã se impôs então a toda a Península, os dois reinos católicos, Portugal e Espanha, partiram à conquista do mundo e tornaram-se Impérios marítimos; do Novo Mundo e África ao extremo da Ásia.";Granada;ORG;;Península;PLC
No PSD deu-se mais um passo para a irrelevância, ou ainda pior, para tornar o partido um mero gestor alternativo das políticas do PS.;PSD;ORG;;PS;ORG
E no entanto, a retirada do PSD da oposição poderia ser uma oportunidade e o PP tem aproveitado os vazios para ocupar o terreno de algumas questões importantes como a dos direitos dos contribuintes e a omnipotência do fisco.;PSD;ORG;;PP;ORG
"Quando Granada e a reconquista cristã se impôs então a toda a Península, os dois reinos católicos, Portugal e Espanha, partiram à conquista do mundo e tornaram-se Impérios marítimos; do Novo Mundo e África ao extremo da Ásia.";Portugal;ORG;;Espanha;ORG
O Observatório de Coimbra tem um grande acervo de imagens do Sol, que registam diariamente desde os anos vinte do século passado, e estão a digitalizar essas imagens para que possam estar à disposição das escolas', explica Rosa Doran, realçando que desta forma 'os meninos podem fazer ciência na própria sala de aula, podem ver a evolução das manchas do sol em as últimas décadas e comparar essa evolução, por exemplo, com as mudanças do clima'.;Observatório de Coimbra;ORG;;Rosa Doran;PER
Em 06/11/1982 foi oficialmente inaugurado o prédio principal, tendo como patrono o Dr. José Getúlio Lima (advogado e professor, pai do Dr. José Carlos de Barros Lima), que atuou muito na área educacional da região tendo sido o fundador, entre outros, do ginásio 'Conselheiro Lafayette' (1942) posteriormente 'Ginásio Estadual Anhanguera' e atualmente E.E.S.G. 'Pereira Barreto'.;Dr. José Getúlio Lima;PER;o fundador;Conselheiro Lafayette;ORG
Esses acordos foram firmados em momentos difíceis e constituíam, dentro da tradição das relações luso-inglesas, pagamentos em privilégios econômicos de 1810 foram firmados contra a garantia da Inglaterra de que nenhum governo imposto por Napoleão em Portugal seria reconhecido.;Inglaterra;ORG;;Napoleão;PER
A recuperação da confiança em os mercados de capitais deverá estimular a entrada de novas empresas em bolsa, quer através de privatizações, como ANA, TAP e Aquapor, quer através de capital privado, segundo gestores de activos contactados pela Lusa.;ANA;ORG;;Lusa;PER
A recuperação da confiança em os mercados de capitais deverá estimular a entrada de novas empresas em bolsa, quer através de privatizações, como ANA, TAP e Aquapor, quer através de capital privado, segundo gestores de activos contactados pela Lusa.;TAP;ORG;;Lusa;PER
A recuperação da confiança em os mercados de capitais deverá estimular a entrada de novas empresas em bolsa, quer através de privatizações, como ANA, TAP e Aquapor, quer através de capital privado, segundo gestores de activos contactados pela Lusa.;Aquapor;ORG;;Lusa;PER
Legião da Boa Vontade comemora 10º. aniversário A Legião da Boa Vontade comemora amanhã o 10º. aniversário da sua implantação em Portugal com cerimónias de carácter religioso e de convívio - disse ontem fonte da organização.;Legião da Boa Vontade;ORG;implantação em;Portugal;PLC
A Legião da Boa Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada no Brasil pelo jornalista, radialista e poeta Alziro Zarur no programa de rádio 'Hora da Boa Vontade', na Rádio Globo do Rio de Janeiro.;Legião da Boa Vontade;ORG;fundada em;Brasil;PLC
A Legião da Boa Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada no Brasil pelo jornalista, radialista e poeta Alziro Zarur no programa de rádio 'Hora da Boa Vontade', na Rádio Globo do Rio de Janeiro.;Legião da Boa Vontade;ORG;em;Hora da Boa Vontade;PLC
A Legião da Boa Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada no Brasil pelo jornalista, radialista e poeta Alziro Zarur no programa de rádio 'Hora da Boa Vontade', na Rádio Globo do Rio de Janeiro.;Legião da Boa Vontade;ORG;em;Rádio Globo;PLC
Em Portugal, a Legião da Boa Vontade iniciou o seu trabalho a 2 de Março de 1989, dando ajuda material e espiritual à população portuguesa mais carenciada através de programas como 'Um passo em frente', Ronda-da-caridade e Semente da Boa vontade '.;Portugal;PLC;;Legião da Boa Vontade;ORG
Polémica em Vila do Conde PSD denuncia poluição A Comissão Política Concelhia do PSD de Vila do Conde divulgou recentemente um comunicado denunciando casos de poluição que assolam a freguesia de Ferreiró - um bastião Socialista - e que, no entender dos sociais-democratas, retratam 'exemplos de má gestão' da Câmara Municipal.;Comissão Política Concelhia do PSD de Vila do Conde;ORG;;Ferreiró;PLC
Polémica em Vila do Conde PSD denuncia poluição A Comissão Política Concelhia do PSD de Vila do Conde divulgou recentemente um comunicado denunciando casos de poluição que assolam a freguesia de Ferreiró - um bastião Socialista - e que, no entender dos sociais-democratas, retratam 'exemplos de má gestão' da Câmara Municipal.;Ferreiró;PLC;um bastião;Socialista;ORG
No entanto, o autarca reconhece que existem problemas na Urbanização 25 de Abril, que 'a Câmara está a resolver, prevendo para breve a instalação dos contentores necessários'.;Urbanização 25 de Abril;PLC;;Câmara;ORG
A o que o Público apurou, a administração da empresa chegou recentemente a um acordo com a Direcção Regional do Ambiente para que os detritos sejam encaminhados para uma estação de tratamento de águas residuais a construir em Fradelos, no âmbito do projecto de despoluição do rio Ave.;Direcção Regional do Ambiente;ORG;;Fradelos;PLC
O que queremos é que esta cimeira entre a União Europeia e África, uma cimeira histórica muito importante, se concentre em os documentos que vão ser aprovados e não sobre o Presidente Robert Mugabe', declarou Sócrates em Singapura, à margem da cimeira entre a UE e os países do Sudeste asiático, segundo a Lusa.;UE;ORG;;Lusa;ORG
Esta é uma cimeira que não se realiza há sete anos, uma cimeira sobre os direitos do Homem, sobre as alterações climáticas, sobre as migrações, sobre os problemas da União Europeia e da União Africana', salientou Sócrates.;União Europeia;ORG;;União Africana;ORG
Precavido com o que se passara em uma reunião em Cabeçudos - onde o problema foi colocado por outros proprietários -, Malta Dias, jurista da empresa, fez questão de apresentar documentação alegadamente comprovativa da total responsabilidade da Câmara de Famalicão na escolha do traçado.;Cabeçudos;PLC;;Câmara de Famalicão;ORG
Inclusive, revelou um pormenor que, de acordo com o advogado Joaquim Loureiro (defensor de um dos lesados), poderá servir de argumento em um eventual pedido de impugnação do aviso do Ministério da Indústria e Energia publicado em 16 de Agosto no 'Diário da República' que ratifica o traçado: é que, revelou o responsável da Transgás, a autarquia, obedecendo a um prazo estabelecido pela Direcção-Geral de Energia, deveria ter apresentado todas as sugestões de alteração ao trajecto da conduta de gás até finais de Fevereiro de 1994, mas parte de elas só foi apresentada em 11 de Julho de 1995.;Ministério da Indústria e Energia;ORG;publicado em;Diário da República;PLC
Por o mesmo diapasão alinhou o delegado em Lagoa da Associação de Agricultores de Famalicão, António Ribeiro, em declarações ao Público: 'A Câmara nunca falou com nós, fizeram tudo em as costas das pessoas'.;Lagoa;PLC;de;Associação de Agricultores de Famalicão;ORG
O governo da Rússia vai apoiar uma ação da Otan contra as posições sérvias ao redor de Sarajevo 'como último recurso, para defender as tropas da ONU', disse ontem o chanceler Andrei Kozirev.;Rússia;ORG;chanceler;Andrei Kozirev;PER
Em Genebra, o mediador da União Européia, lorde Owen, disse que Karadzic aceitou o plano de união entre as três repúblicas que surgiriam da divisão da Bósnia.;Karadzic;PER;;Bósnia;ORG
Em Genebra, o mediador da União Européia, lorde Owen, disse que Karadzic aceitou o plano de união entre as três repúblicas que surgiriam da divisão da Bósnia.;União Européia;ORG;lorde;Owen;PER
Confrontado com as acusações sociais-democratas, Saraiva Dias, vereador substituto do presidente da autarquia, referiu ao Público que o comunicado do PSD contém 'um conjunto de atoardas, distantes da realidade'.;Saraiva Dias;PER;referiu a;Público;ORG
Almeida Henriques (A.H.): O CEC foi criado em uma lógica de unir as associações da Região Centro, quer sejam industriais, quer sejam comerciais, quer sejam agrícolas.;CEC;ORG;unir as associações de;Região Centro;PLC
Há um muito parecido do Norte e outro no Alentejo, mas nada que se compare ao CEC em termos de estrutura organizacional e na representatividade.;Norte;PLC;;CEC;ORG
Há um muito parecido do Norte e outro no Alentejo, mas nada que se compare ao CEC em termos de estrutura organizacional e na representatividade.;Alentejo;PLC;;CEC;ORG
Hoje o CEC representa quase 40 associações dos seis distritos da Região Centro.;CEC;ORG;;Região Centro;PLC
Temos que criar o hábito de chamar os membros do Governo a virem ao Centro discutirem as questões.;Governo;ORG;;Centro;PLC
Temos que encontrar formas junto do ICEP de lançar para além fronteiras a internacionalização das nossa empresas, procurando as comunidades emigrantes para podermos investir, identificando os países da Europa onde seja mais fácil chegar, não esquecendo os PALOPS e o Brasil.;ICEP;ORG;;Europa;PLC
DRV: Qual é o peso que a região de Viseu tem, a nível empresarial, no CEC.;Viseu;PLC;;CEC;ORG
O Goa Tourism Development Corporation Office organiza excursões a Goa.;Goa Tourism Development Corporation Office;ORG;organiza excursões a;Goa;PLC
Niteroi Rugby Football Clube Página do time de Handebol O Handebol chegou ao Brasil em meados da década de cinqüenta através dos funcionários da Volkswagen que vindos da Alemanha trouxeram com si a principal diversão que tinham em seu país de origem para que fosse utilizada em seus momentos de folga.;Volkswagen;ORG;;Alemanha;PLC
Cansados de terem que contar com a boa vontade dos dirigentes de grandes clubes com o novo esporte, em 1981 os principais jogadores de Niterói, até então jogando no C. R. Flamengo, juntaram-se ao clube no qual muitos de eles praticavam também o rugby, formando então, a equipe de handebol do Niterói Rugby.;Niterói;PLC;;C. R. Flamengo;ORG
O N.R.F.C. sempre foi formador de grandes atletas do handebol disputando e obtendo títulos em campeonatos com a presença de grandes e tradicionais clubes de nosso Estado.;N.R.F.C.;ORG;;Estado;PLC
New York, New York no mês passado, o presidente da Câmara de Nova Iorque, Michael Bloomberg, decidiu entregar o cartão de militante do Partido Conservador.;Michael Bloomberg;PER;;Partido Conservador;ORG
E se ele avançar, as mais recentes sondagens indicam que o boletim de voto das eleições de 2008 podem ter três rostos ligados à 'Big Apple': Hillary Clinton, senadora pelo estado de Nova Iorque, Rudy Giuliani, o republicano que já foi presidente da Câmara da cidade, e Michael Bloomberg, o homem que sucedeu a Giuliani no cargo.;Rudy Giuliani;PER;presidente de;Câmara;ORG
Como recordava um artigo em um recente número da revista New Yorker, Nova Iorque já não via uma coisa assim desde 1951, quando, no campeonato de basebol, as equipas de Brooklin Dodgers e dos New York Giants disputaram o play off 'para decidir quem iria à final com os New York Yankees (que acabaram vencedores de a' World Séries ').;Brooklin Dodgers;ORG;;New York Yankees;PER
E este dado torna o estatuto de independente muito atraente - um fenómeno semelhante ao verificado com a candidatura de Manuel Alegre, em as últimas presidenciais portuguesas, ou com aquilo que esperam conseguir Helena Roseta e Carmona Rodrigues em as próximas eleições intercalares para a Câmara de Lisboa.;Manuel Alegre;PER;;Câmara de Lisboa;ORG
E este dado torna o estatuto de independente muito atraente - um fenómeno semelhante ao verificado com a candidatura de Manuel Alegre, em as últimas presidenciais portuguesas, ou com aquilo que esperam conseguir Helena Roseta e Carmona Rodrigues em as próximas eleições intercalares para a Câmara de Lisboa.;Helena Roseta;PER;eleições para;Câmara de Lisboa;ORG
E este dado torna o estatuto de independente muito atraente - um fenómeno semelhante ao verificado com a candidatura de Manuel Alegre, em as últimas presidenciais portuguesas, ou com aquilo que esperam conseguir Helena Roseta e Carmona Rodrigues em as próximas eleições intercalares para a Câmara de Lisboa.;Carmona Rodrigues;PER;eleições para;Câmara de Lisboa;ORG
Ministro da Defesa Nacional visita Forças Nacionais Destacadas no Afeganistão O Ministro da Defesa Nacional, Nuno Severiano Teixeira, desloca-se ao Afeganistão, no dia 29 de Dezembro, para efectuar uma visita a as Forças Nacionais Destacadas em Cabul.;Ministro da Defesa Nacional;PER;visita;Forças Nacionais Destacadas;ORG
Nuno Severiano Teixeira visitará o contingente português estacionado em Campo Warehouse, composto pela 22.ªCompanhia de Atiradores Pára-Quedistas da Brigada de Reacção Rápida e uma equipa de Controladores Aéreos Avançados da Força Aérea.;Controladores Aéreos Avançados;PER;de;Força Aérea;ORG
Nuno Severiano Teixeira visitará o contingente português estacionado em Campo Warehouse, composto pela 22.ªCompanhia de Atiradores Pára-Quedistas da Brigada de Reacção Rápida e uma equipa de Controladores Aéreos Avançados da Força Aérea.;22.ªCompanhia de Atiradores Pára-Quedistas;PER;de;Brigada de Reacção Rápida;ORG
Nuno Severiano Teixeira reúne-se ainda com o comandante da força da Nato (ISAF) no Afeganistão, General Dan McNeill.;Nuno Severiano Teixeira;PER;;Nato;ORG
A Câmara de Santo Tirso tem apoiado, incondicionalmente e desde sempre, o escutismo no concelho, criando melhores condições para que os Agrupamentos de Escuteiros existentes no município façam chegar a as escolas e a os jovens locais os seus inúmeros projectos educativos', sublinhou fonte da CNE.;Câmara de Santo Tirso;ORG;;Agrupamentos de Escuteiros;PER
Através da Casa de Cinema de Porto Alegre, esse grupo produziu obras-primas como o curta-metragem Ilha das Flores e apresentou para o país cineastas como Jorge Furtado, considerado um dos mais interessantes realizadores do cinema brasileiro atual.;Casa de Cinema;ORG;de;Porto Alegre;PLC
Em 1956, Amílcar Cabral criou o Partido Africano para a Independência da Guiné e Cabo Verde (PAIGC), lutando contra o colonialismo e iniciando uma marcha para a independência.;Amílcar Cabral;PER;criou;Partido Africano;ORG
O fogo, que deflagrou cerca das 06h50 em uma casa térrea, causou ferimentos em uma idosa de 82 anos, o caso mais grave, e no seu enteado, um homem de 32 anos, ambos transportados para o Hospital de São João, no Porto.;Hospital de São João;ORG;em;Porto;PLC
Segundo a fonte, o incêndio ocorreu em uma habitação situada em uma 'ilha', na Rua Coronel Sarsfield, em Leça da Palmeira, a cerca de 500 metros do quartel dos Bombeiros Voluntários de Matosinhos-Leça, o que facilitou a pronta intervenção para impedir que as chamas atingissem as casas vizinhas.;Leça da Palmeira;PLC;;Bombeiros Voluntários de Matosinhos-Leça;ORG
Última alteração dia 2003-03-27 a as 08:46:45 Semana do Teatro na Lourinhã já arrancou - O Sector de Cultura da Câmara Municipal de Lourinhã, como forma de assinalar o Dia Mundial do Teatro está a promover, desde ontem e até sexta-feira, a Semana do Teatro.;Lourinhã;PLC;;Sector de Cultura da Câmara Municipal de Lourinhã;ORG
