;sentence;class
651;Como não é uma instituição financeira , o Mercado Pago conta com parceria com o Banco Topázio , do Rio Grande do Sul , e da financeira Money Plus para emprestar ao ecossistema do Mercado Livre . , Mercado Livre , Mercado Pago;0
3118;Os controladores do Social Bank são o empresário Rodrigo Borges e o Grupo Sforza, que tem como sócio , Grupo Sforza , Social Bank;1
2512;A Line, com sede no Japão, juntou forças com o Kasikornbank da Tailândia na Line BK, um serviço de banco social . , Japão , Line BK;0
3262;A rede Barbosa Supermercados, presente no estado de São Paulo com 30 lojas, lançou no dia 15 de junho uma operadora móvel virtual. , Barbosa Supermercados , estado de São Paulo;1
3226;Um dos destaques é a solução de Governança Corporativa, cujo objetivo é capacitar os conselheiros e cooperados para zelar pela transparência e por boas práticas de gestão das cooperativas do Sicoob. , Sicoob , Governança Corporativa;0
1176;O da americana 'Science' foi feito por Ira M. Longini Jr., da Universidade Emory, em Atlanta EUA, e mais sete colegas. , Atlanta EUA , Ira M. Longini Jr.;0
716;Durante o EXAME Fórum 2019 , em 9 de setembro , Frederico afirmou que a China está anos-luz à frente dos americanos em tecnologia digital e que o Brasil está focando a geopolítica errada , Frederico , Brasil;0
2445;A Caixa anunciou que teve contratados R$ 4,24 bilhões em créditos pelo Pronampe nesta segunda-feira, e que recebeu do Ministério da Economia um acréscimo de limite, que passou a ser de R$ 5,9 bilhões. , Pronampe , Caixa;1
1788;Em breve será possível também contar com Santander , Itaú , Bradesco , Daycoval e CCB . , Daycoval , Santander;0
1716;Marcus , que em maio foi redesignado para liderar os esforços do Facebook em blockchain , vem se concentrando em firmar negócios com grandes bancos e empresas de pagamentos para levar serviços ao Messenger . , Messenger , Facebook;0
2341;Os participantes da Maratona , realizada em parceria com o Sebrae Educação Empreendedora e a Startup Educa Maker , criaram protótipos de robôs que podem ajudar em tarefas diárias , em diferentes contextos , na área rural e urbana , como o robô para distribuir sementes na terra para o plantio ou fazer a coleta de lixo diretamente das lixeiras sem contato manual humano . , Startup Educa Maker , Sebrae Educação Empreendedora;0
789;Em matéria publicada no Valor Econômico informa que a Ciclic , que tem como acionistas BB Seguros e Principal Finance Group , tem avançado nas inovações . , Principal Finance Group , BB Seguros;0
2328;Felipe Bottino , CEO da Pi , plataforma aberta de investimentos do Santander Brasil , viu aí uma oportunidade para crescer e está anunciando uma parceria com algumas gestoras de fortunas para que elas passem a trabalhar com quem quer se tornar investidor , mas não dispõe de muitos recursos . , Santander Brasil , Pi;1
927;Itaú Unibanco fechou uma parceria com a francesa Edenred que garante exclusividade na distribuição dos produtos da Ticket Serviços no Brasil para a sua base de clientes pessoas jurídicas , anunciou o banco brasileiro nesta quarta-feira . , Edenred , Ticket Serviços;0
1269;O Grupo Pão de Açúcar GPA anunciará nos próximos meses uma parceria com o Itaú Unibanco para oferecer serviços de meios de pagamento , disse Antonio Salvador , diretor de transformação digital . , Antonio Salvador , Itaú Unibanco;0
2595;Por isso, nosso primeiro case de open banking PJ foi construído com a Contabilizei, startup de contabilidade 100% online, e está bem alinhada com o Banco BS2 no sentido de dar ao empresário o bem mais valioso que ele precisa para o sucesso do seu empreendimento, o tempo , explica Breno Guelman, head do BS2 Empresas. , Banco BS2 , BS2 Empresas;0
1711;WeChat e Samsung anunciaram uma parceria na China . , WeChat , China;1
7;A 88i , plataforma de serviços digitais para seguros e blockchain , foi aprovada no Global Startup Program da Singularity University , corporação do Vale do Silício que oferece programas educacionais e uma incubadora de empresas . , Global Startup Program , Singularity University;1
3123;Os fundadores da Antecipa, Camilo Telles e Michel Borges, terão 100% de independência na gestão do negócio, contando com a estrutura, a solidez e, principalmente, o acesso à base de clientes da XP Inc. , Antecipa , XP Inc;0
1754;A HID Global , em parceria com a Recognition , empresa brasileira dedicada a fabricação e integração de automação bancária , anuncia o lançamento do TCR Totem de Captura Remota , a primeira solução de totem de autoatendimento com depósito de cheques sem envelope do país . , Recognition , TCR Totem de Captura Remota;0
2967;Uma oferta que tem se tornado comum são as tags eletrônicas para veículos, que permitem que os motoristas passem rapidamente por pedágios, estacionamentos dentre outros sem precisar tirar a carteira do bolso para fazer o pagamento, como o Sem Parar, Veloe, ConectCar e Taggy. , ConectCar , Taggy;0
1804;A iniciativa , realizada em parceria com a ACE , eleita três vezes como melhor aceleradora da América Latina , prevê a realização de parcerias e projetos piloto com a instituição financeira , empresas parceiras , fornecedores e demais integrantes de seu ecossistema.  , ACE , América Latina;1
236;A Levpay é parceira dos principais bancos brasileiros do cenário atual  Itaú , Santander , Bradesco , Banco do Brasil e Caixa Econômica . , Levpay , Itaú;1
2872;Nesta quarta-feira 2, a Roku anunciou o lançamento do seu dispositivo de streaming Roku Express no Brasil. , Roku , Brasil;0
3227;Temos concorrentes já com carteiras expressivas, mas esse mercado ainda está em fase inicial, afirmou Curt Cortese Zimmerman, que atuará como CEO da Bitz, em teleconferência realizada agora à tarde. , Bitz , Curt Cortese Zimmerman;1
1407;O Sicoob Central SC/RS promoveu no Attive Coworking , em Porto Alegre RS , um Workshop de Inovação nos dias 7 e 8 de junho . , Sicoob Central SC/RS , Attive Coworking;1
541;B3 abre as portas hoje de um ambiente próprio no Cubo , centro de co-inovação do Itaú Unibanco em parceria com a Redpoint eventures . , Cubo , B3;1
2142;Em 2018 , a Vivo , Ericsson e a Raízen firmaram uma parceria para desenvolver soluções de conectividade no campo . , Ericsson , Vivo;1
557;Banco Votorantim cogita virar sócio do Neon . , Banco Votorantim , Neon;1
2686;A expectativa é que esteja disponível de forma ampla, a partir do final do ano, na palma da mão de clientes do BB Seguro Agrícola e BB Seguro Agrícola Faturamento, para as culturas de soja, milho, trigo e milho safrinha. , BB Seguro Agrícola Faturamento , BB Seguro Agrícola;0
468;Além disso , buscamos estimular a independência financeira de mulheres que buscam no App Lady Driver uma opção de renda , afirma Roberto Niemeyer , presidente da Unidade Abastecimento B2C do Sem Parar . , Unidade Abastecimento B2C , Roberto Niemeyer;1
1457;Para atender a essa demanda , a Federação Brasileira de Bancos desenvolveu , em parceria com o Sebrae , materiais de estudo para a área que estão disponíveis no Canal do Empreendedor , no site de finanças pessoais. , Federação Brasileira de Bancos , Canal do Empreendedor;0
2133;Reconhecemos a enorme tradição do Santos e ficamos honrados com a oportunidade de dar visibilidade à nossa marca , diz Vinicius Pessin , presidente da PayGo . , PayGo , Santos;0
866;Fernando Pavani , CEO da BeeCâmbio e da Remessa Online , achava que isso não fazia sentido . , Fernando Pavani , BeeCâmbio;1
618;Com 400 drones , a frota da Corteva Agriscience , divisão agrícola da DowDuPont , é a maior focada em agricultura do mundo e agora usará a tecnologia da DroneDeploy , responsável por um sistema de mapeamento de alta precisão . , DowDuPont , DroneDeploy;0
3163;A parceria entre BlackRocks Startups e BTG Pactual conta também com o trabalho do boostLAB, hub de negócios do BTG Pactual para empresas de tecnologia. , BlackRocks Startups , boostLAB;0
2314;As ações acontecem em parceria com os Procons de Campo Grande , Londrina e Poços de Caldas e têm como objetivo contribuir para o reequilíbrio fina . , Procons , Campo Grande;1
2592;A brMalls e o Santander Brasil firmam uma parceria para dar suporte financeiro aos seis mil lojistas dos 26 shoppings administrados pela companhia que foram impactados pela crise da Covid-19. , brMalls , Covid-19;0
1382;O Safra é um dos novos no segmento de maquininhas de pagamento com cartão , o POS , com o SafraPay - empresa que deverá ser beneficiada com a nova operadora . , Safra , POS;0
1482;Pesquisa realizada pela startup IdWall em parceria com a Cantarino Brasileiro indicou que a Superdigital é a plataforma menos burocrática no cadastro e abertura de uma conta . , IdWall , Cantarino Brasileiro;1
1935;Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho . , Dia de Cooperar , Heliene Salvador;0
910;Hablax inicia parceria com a PagBrasil para facilitar recargas de celulares . , PagBrasil , Hablax;1
1132;O CEC é o interlocutor natural junto da CCR para todas as associações da região centro, portanto junto do poder regional. , CEC , CCR;1
202;A iniciativa , desenvolvida pelo MetrôRio e pela Visa , conta ainda com a parceria do Banco do Brasil , Bradesco e Cielo e proporcionará mais agilidade aos clientes de qualquer emissor que possuem dispositivos por aproximação . , Bradesco , Cielo;0
554;Banco Votorantim , junto com Monashees e Mindset Ventures , anunciam uma rodada de investimento de 6 milhões de dólares na WEEL , plataforma online de antecipação de recebíveis . , WEEL , Mindset Ventures;0
1949;O consórcio , que iniciou os testes , para esta plataforma com a Ripple e depois estudou também o Ethereum , decidiu caminhar para um token próprio na esperança de aumentar a funcionalidade da plataforma e evitar a volatilidade que um ativo pode ter . , Ethereum , Ripple;0
1368;O preço actual do petróleo ficou agora mais próximo do pico de 100 dólares de 1980 provocado pela guerra entre o Irã e o Iraque, dois países-membros da OPEP. , OPEP , Irã;1
73;A cimeira União Europeia-África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o presidente do Zimbabwe, Robert Mugabe, defendeu hoje José Sócrates, primeiro-ministro português e presidente em exercício da União Europeia . , Lisboa , União Europeia;0
193;A informação foi dada na conferência 'da Origem do Universo aos Grandes Telescópios', ministrada ontem por João Steiner, astrofísico da USP, durante a 52ª Reunião Anual da Sociedade Brasileira para o Progresso da Ciência. , Reunião Anual da Sociedade Brasileira , USP;0
1634;Sobre as dúvidas manifestadas pelo máximo responsável da ASAE relativamente ao âmbito de aplicação da nova lei, Luís Rebelo considerou que a legislação é clara quanto à proibição de fumar em os casinos e salas de jogos. , Luís Rebelo , ASAE;0
1091;O Apple Business Chat chegou ao Brasil . , Brasil , Apple Business Chat;1
3194;Santander e Bradesco não participaram da primeira fase do Pronampe. , Bradesco , Santander;0
1844;Com parceria de empresas como MEI Fácil , Dicas MEI , MarketUP e Sebrae , o Bradesco mantém um portal exclusivo onde MEIs são auxiliados no processo de formalização e abertura de conta PJ e contam com diversos serviços e software gratuitos que ajudam na gestão do negócio . , MarketUP , MEI Fácil , Dicas MEI;0
1873;As fintechs interessadas em apresentar suas soluções ao público que estará presente na 12ª edição do CONCRED , o maior congresso cooperativista da América Latina , ganharam mais alguns dias para garantir a participação . , CONCRED , América Latina;1
2248;O objetivo foi gerar engajamento e um propósito coletivo , envolvendo funcionários e gerentes das agências que participam da construção da estratégia de atuação e expansão do Sicoob no Agronegócio no Rio Grande do Sul . , Sicoob , Rio Grande do Sul;0
2298;As empresas de tecnologia HST e YellowPepper anunciaram hoje a formação de uma aliança estratégica para promover pagamentos digitais e baseados em dispositivos na América Latina . , HST , YellowPepper;1
3100;O relatório do Goldman Sachs lembra que o Bradesco comprou a Ágora em 2008 e em 2019 incorporou os clientes individuais da Bradesco Corretora. , Goldman Sachs , Ágora;0
2053;A organização será da Shawee e a maratona será realizada na sede do Nubank , em São Paulo , entre os dias 16 e 17 de março . , Shawee , São Paulo;0
2225;A Embrapa Café e o Consórcio Pesquisa Café , em parceria com a Universidade Federal de Lavras e a Universidade Federal de Viçosa , selecionaram 26 startups para participarem da etapa piloto do projeto para a pré-aceleração de startups Avança Café . , Embrapa Café , Universidade Federal de Viçosa;1
78;A cimeira União Europeia-África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o presidente do Zimbabwe, Robert Mugabe, defendeu hoje José Sócrates, primeiro-ministro português e presidente em exercício da União Europeia . , União Europeia , Robert Mugabe;0
1753;A HID Global , em parceria com a Recognition , empresa brasileira dedicada a fabricação e integração de automação bancária , anuncia o lançamento do TCR Totem de Captura Remota , a primeira solução de totem de autoatendimento com depósito de cheques sem envelope do país . , HID Global , TCR Totem de Captura Remota;1
1661;"Todas apresentaram soluções para um time de 12 jurados , e três foram premiadas com R$ 3 mil a DIOXD , que oferece um tratamento de sementes para aumentar a produção agrícola , feito com dióxido de carbono; a HidroMaps , que usa inteligência artificial para detectar pontos de perfuração de novos poços artesianos; e a LebenLog transPork , cuja proposta é monitorar o stress de suínos usando uma plataforma digital . , DIOXD , LebenLog";0
2229;A Embrapa Café e o Consórcio Pesquisa Café , em parceria com a Universidade Federal de Lavras e a Universidade Federal de Viçosa , selecionaram 26 startups para participarem da etapa piloto do projeto para a pré-aceleração de startups Avança Café . , Avança Café , Consórcio Pesquisa Café;0
234;A Legião da Boa Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada no Brasil pelo jornalista, radialista e poeta Alziro Zarur no programa de rádio 'Hora da Boa Vontade', na Rádio Globo do Rio de Janeiro . , Legião da Boa Vontade , Brasil;1
1137;O chatbot Olivia , criado por Lucas Moraes , da quarta geração de herdeiros da família Ermírio de Moraes , do grupo Votorantim , tem o Itaú e o Banco do Brasil como seus novos clientes e continua a aumentar a lista de espera para seu aplicativo de educação financeira via inteligência artificial . , Ermírio de Moraes , Lucas Moraes;1
992;Mistura entre fintech e empresa nutricional , a Nutrebem atua em 200 escolas , a maior parte em São Paulo e no Rio , onde foi fundada . , São Paulo , Nutrebem;0
2868;Neon Pagamentos fechou a compra da Magliano Invest, mais antiga corretora de valores do mercado brasileiro, dona do número 001 na B3. , Magliano Invest , B3;1
1987;Aproveitando o verão e a consolidação do Uruguai como destino turístico de quase 200 mil brasileiros no primeiro semestre de 2018 , o Itaú Unibanco ampliou as parcerias para clientes brasileiros no país . , Itaú Unibanco , Uruguai;0
722;Durão Barroso discursava na sessão plenária extraordinária do Parlamento Europeu, durante a qual José Sócrates apresentou os resultados da presidência portuguesa da UE. , José Sócrates , Parlamento Europeu;0
2560;A Unicred Porto Alegre está à frente da gestão do Uni4Life fazendo estudos, mapeamento e análises de comportamento de público, além de promover parcerias e validar as soluções que no futuro poderão ser estendidas ao Sistema Unicred. , Unicred Porto Alegre , Uni4Life;1
1833;Em 2017 , a multinacional Valid , em parceria com a startup israelense Paykey , desenhou para o banco Davivienda , instituição privada da Colômbia com mais de mais de , 6 milhões de clientes , solução que permite ao usuário gerenciar seu dinheiro pelo smartphone sem ter uma conta bancária ou cartão de débito . , Colômbia , Paykey;0
2188;O Banco CBSS , instituição financeira de serviços digitais , e a KeroGrana fintechque oferece a contratação de empréstimo pessoal online anunciam parceria para oferecer novas possibilidades de crédito com foco no público feminino . , Banco CBSS , KeroGrana;1
470;Além disso , buscamos estimular a independência financeira de mulheres que buscam no App Lady Driver uma opção de renda , afirma Roberto Niemeyer , presidente da Unidade Abastecimento B2C do Sem Parar . , App Lady , Roberto Niemeyer;0
2552;A Sipag , a máquina do Sicoob que opera com mais de 30 bandeiras, entre elas Mastercard, Visa e Cabal. , Sipag , Sicoob;1
2181;O acordo foi anunciado no mesmo dia em que a Netshoes fechou acordo para vender sua operação na Argentina para o grupo BT8 , por valor não informado , Argentina , BT8;0
337;A rede de franquias de pagamentos eletrônicos Acqio , em parceria com a bandeira Elo e a Cateno , especializada em soluções de meios de pagamento , lança o cartão pré-pago Acqio para franqueados responsáveis pelas vendas de suas maquininhas . , Cateno , Acqio;1
487;António Nunes, presidente da Autoridade de Segurança Alimentar e Económica , uma das entidades que irá fiscalizar a aplicação da lei que proibe o fumo em espaços fechados de utilização pública, foi fotografado pelo Diário de Notícias a fumar uma cigarrilha no Casino do Estoril . , Diário de Notícias , Autoridade de Segurança Alimentar e Económica;0
814;No próximo sábado, a as 16h, Ronaldo Lemos, diretor do Creative Commons no Brasil, irá participar de um debate com os membros do Superflex, na Vermelho, e logo após será realizada uma gincana intitulada 'Free Beer Pub Quiz', na qual participantes receberão prêmios ao responderem questões sobre propriedade intelectual e direitos autorais. , Ronaldo Lemos , Creative Commons;1
1291;O Hurb , novo nome do Hotel Urbano e o Santander Esfera , programa de fidelidade do Banco Santander , firmaram uma parceria que vai render pontos e vantagens para os clientes de ambas as empresas . , Santander Esfera , Hurb;1
1227;O executivo , que esteve à frente da operação desde seu nascimento , em 2015 , passará a responder pela área de corporate venture do fundo Redpoint Eventures , fundo de investimento que fundou o Cubo junto com Itaú , Cubo , Itaú;0
1857;A Ticket continuará a distribuir seus produtos por meio de outros acordos comerciais e permanecerá sob controle e gestão da Endered , disse o Itaú . , Endered , Ticket;1
5;A 88i , plataforma de serviços digitais para seguros e blockchain , foi aprovada no Global Startup Program da Singularity University , corporação do Vale do Silício que oferece programas educacionais e uma incubadora de empresas . , Vale do Silício , Global Startup Program;0
1592;Segundo a Uber , a parceria cria uma ferramenta chamada U-Check , que foi desenvolvida pelo Centro de Desenvolvimento Tecnológico Tech Center em parceria com o time de engenheiros da Uber em San Francisco EUA . , Uber , Centro de Desenvolvimento Tecnológico Tech Center;1
2764;Cerca de 50% dos usuários das vias controladas pela companhia utilizam sistema de pedágio eletrônico, disponível nos estados do Espírito Santo, Minas Gerais, Paraná e Rio Grande do Sul, além da Ponte Rio-Niterói, no Rio de Janeiro. , Paraná , Ponte Rio-Niterói;0
675;Dados internos do Google mostram que o YouTube desponta como grande influenciador entre os clientes de fintechs , com alta de 3, 5 vezes nas visualizações sobre o tema na plataforma em 2018 . , YouTube , Google;1
1045;No primeiro momento , o app irá destacar os pagamentos feitos a Netflix , iFood , Spotify , Uber e PayPal , os serviços digitais mais usados pelos clientes na plataforma da Neon , afirma a fintech em nota . , Spotify , Neon;0
1865;O Mercado Pago , fintech do grupo Mercado Livre , e a Hub Fintech , startup fornecedora de soluções de negócios em meios de pagamento , firmaram parceria para criação de uma oferta compartilhada . , Mercado Pago , Mercado Livre;1
2456;A Chilli Beans, maior rede especializada em óculos escuros da América Latina, segue ampliando o seu negócio e gerando emprego em diversas regiões do Brasil. , Brasil , Chilli Beans;1
1601;Segundo o Banco Central , existem mais de 20 competidores nesse mercado que até 2010 era centrado apenas em Cielo , do Banco do Brasil  , e Rede , do Itaú Unibanco . , Banco Central , Rede;0
2287;O BID Invest , membro do Grupo do Banco Interamericano de Desenvolvimento , concedeu um empréstimo de R$ 100 milhões à Omni SA . , Omni SA , Grupo do Banco Interamericano de Desenvolvimento;0
2832;Mainardi ressalta ainda que o funcionamento do PIX, o sistema de pagamentos instantâneos criado pelo Banco Central do Brasil, e as inovações em open banking formam um contexto bastante propício para a expansão de negócios da Zucchetti no país, tendo a solidez da Compufour como aditivo para essa movimentação. , PIX , Mainardi;0
1944;Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank . , Bradesco , Ripple;1
2642;A empresa de internet russa Yandex disse que está em negociações com a TCS Group a respeito de uma possível oferta para comprar 100% do capital social do banco digital russo Tinkoff. , Yandex , TCS Group;1
1574;Se eles olhassem como ficou a lata , não haveria problema legal ', afirmou Jakob Fenger, um dos membros do Coletivo, em entrevista para a Folha de São Paulo, em matéria que informa ainda' Por meio de sua assessoria, a AmBev, fabricante do guaraná Antarctica . , Antarctica , AmBev;1
749;É uma descoberta e tanto , disse o psicólogo César Ades, da USP, especialista em comportamento de aranhas. , César Ades , USP;1
650;Como não é uma instituição financeira , o Mercado Pago conta com parceria com o Banco Topázio , do Rio Grande do Sul , e da financeira Money Plus para emprestar ao ecossistema do Mercado Livre . , Banco Topázio , Money Plus;0
1929;A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade . , MRV Engenharia , Salão do Automóvel de São Paulo;1
2266;A startup colombiana de entregas Rappi firmou uma parceria com a Visa para oferecer um cartão pré-pago conectado à carteira digital do aplicativo no Brasil , disseram executivos à Reuters , como parte dos esforços para adicionar mais funcionalidades à e conquistar novos usuários . , Rappi , Reuters;0
145;A fintech Neon Pagamentos lançou nesta quinta-feira uma conta digital voltada para os Microempreendedores Individuais e pequenas empresas . , Neon Pagamentos , Microempreendedores Individuais;1
2565;A Veloe está com uma promoção especial para clientes Pessoa Física do Bradesco Financiamentos. , Pessoa Física , Veloe;1
2307;A Stone e outras concorrentes já vêm ganhando mercado até pouco tempo dominado pela Cielo, controlda por Banco do Brasil e Bradesco . , Banco do Brasil , Stone;0
1605;Segundo o Banco Central , existem mais de 20 competidores nesse mercado que até 2010 era centrado apenas em Cielo , do Banco do Brasil  , e Rede , do Itaú Unibanco . , Banco do Brasil , Cielo;0
2162;A catarinense Nexxera , que atua na troca de informações entre empresas e bancos , e o banco digital C6 Bank , de egressos do BTG Pactual , se aliaram . , BTG Pactual , Nexxera;0
2625;A credenciadora de cartões PagSeguro, do grupo UOL, firmou uma parceria com o TikTok, da ByteDance, pela qual os usuários da rede social de compartilhamento de vídeos poderão receber valores em uma conta digital do PagBank. , UOL , PagSeguro;1
252;A Natura , por exemplo , fez parceria com o Santander para oferecer a 1 milhão de consultores os serviços de conta corrente digital sem custo , microcrédito , maquininha e cartão com funções crédito e débito . , Natura , Santander;1
1377;O projeto, desenvolvido pela USP de Ribeirão, consegue produzir o biodiesel a partir da mistura de óleo vegetal incluindo o de soja e etanol, álcool derivado da cana-de-açúcar. , USP , Ribeirão;1
638;Com o objetivo de oferecer uma proteção financeira , a Unicred Central RJ/MT lança , em outubro , o Seguro de Vida e Doenças Graves , em parceria com a seguradora Mongeral Aegon . , Mongeral Aegon , Seguro de Vida e Doenças Graves;0
3146;PIX é um passo importante do Brasil rumo a uma moeda digital do Banco Central. , Banco Central , Brasil;0
769;Em conversa com o InfoMoney , Eduardo Prota , gerente geral do N26 no Brasil , foi mais preciso  a fintech chega por aqui ainda neste ano . , InfoMoney , Eduardo Prota;1
46;A B2W , dona da Americanas.com e do Submarino , estuda separar o braço da Ame Digital de suas operações . , Americanas.com , B2W;1
948;Lineu Andrade , diretor de tecnologia do Itaú Unibanco , responsável pelo Cubo Itaú . , Cubo Itaú , Lineu Andrade;0
64;A cimeira União Europeia-África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o presidente do Zimbabwe, Robert Mugabe, defendeu hoje José Sócrates, primeiro-ministro português e presidente em exercício da União Europeia . , Zimbabwe , Lisboa;0
1463;Para Greg Laden, da Universidade de Minnesota, e Richard Wrangham, da Universidade Harvard, raízes, tubérculos e outros USOs sigla em inglês para 'órgãos subterrâneos de armazenamento' das plantas permitiram que os primeiros hominídeos, como são conhecidos os ancestrais do homem, saíssem da mata fechada e colonizassem ambientes abertos a partir de uns 6 milhões de anos atrás. , Richard Wrangham , Universidade Harvard;1
1230;O executivo Carlos Fonseca deixou a sociedade do C6 Bank , banco digital que ajudou a fundar no ano passado ao lado de Marcelo Kalim e Leandro Torres , todos egressos do BTG Pactual . , BTG Pactual , Leandro Torres;1
891;Governador do Paraná apresenta Plataforma de Inteligência Artificial no Smart City Business Brazil 2019 , em São Paulo . , São Paulo , Plataforma de Inteligência Artificial;0
552;Banco Votorantim , junto com Monashees e Mindset Ventures , anunciam uma rodada de investimento de 6 milhões de dólares na WEEL , plataforma online de antecipação de recebíveis . , Monashees , Mindset Ventures;0
2106;A inovação tecnológica tem levado os bancos a digitalizar serviços , reduzindo os custos , e a simplificar o acesso ao mercado e à informação , disse nesta quarta , em Brasília , o presidente do Banco Central , Roberto Campos Neto , na abertura LiftDay , evento realizado pela autarquia em parceria com a Federação Nacional de Associações dos Servidores do Banco Central . , LiftDay , Banco Central;0
2389;Banco CBSS , instituição que faz parte do Grupo Elopar , parceria entre Bradesco e Banco do Brasil , acaba de passar por processo de reposicionamento da marca , passa a ser conhecido agora como digio sim . , Banco do Brasil , Grupo Elopar;0
1942;Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank . , Braziliex , Ripple;0
1229;O executivo Carlos Fonseca deixou a sociedade do C6 Bank , banco digital que ajudou a fundar no ano passado ao lado de Marcelo Kalim e Leandro Torres , todos egressos do BTG Pactual . , Marcelo Kalim , Leandro Torres;0
3210;A Stark Bank, fintech B2B líder em open banking no Brasil, acaba de receber autorização do Banco Central para operar como Sociedade de Crédito Direto. , Banco Central , Stark Bank;1
311;A questão é que boa parte do dinheiro ainda está nos bancos , bandeiras e credenciadoras , que é um sistema mais caro para os varejistas , diz Tulio Oliveira , diretor do Mercado Pago no Brasil , conta digital do Mercado Livre . , Mercado Pago , Brasil;1
1606;Segundo o Banco Central , existem mais de 20 competidores nesse mercado que até 2010 era centrado apenas em Cielo , do Banco do Brasil  , e Rede , do Itaú Unibanco . , Itaú Unibanco , Rede;1
2261;O BTG Pactual está avaliando comprar a participação da Caixa no banco Pan , apurou o Estado com fontes a par do assunto . , BTG Pactual , banco Pan;0
225;A Juntos Somos Mais , detentora do programa de fidelidade do varejo de materiais de construção e do marketplace B2B do setor , anuncia o lançamento de parceria com o Santander Brasil em todo o país a partir deste mês de julho . , Santander Brasil , Juntos Somos Mais;1
2051;Mastercard e Mercado Pago anunciaram na última semana um novo acordo dentro de sua aliança estratégica para incorporar novas modalidades de pagamento e promover a inclusão financeira na região da América Latina e Caribe . , Caribe , Mastercard;0
782;Em maio , o Instituto Sicoob irá realizar , em parceria com a Associação Brasileira de Planejadores Financeiros , uma ação gratuita de orientação financeira , aberta ao público , alinhada à 5ª Semana Nacional de Educação Financeira do Banco Central . , Banco Central , Semana Nacional de Educação Financeira;1
587;C6 Bank comprou a startup IDEA9, plataforma de educação executiva focada em finanças pessoais, liderança e gestão. , IDEA9 , C6 Bank;1
1826;Aprendemos que , quando criamos para a Índia , criamos para o mundo , disse Caesar Sengupta , vice-presidente da iniciativa do Google Next Billion Users e do Payments , no evento Google for India  em Nova Déli , na terça-feira . , Google Next Billion Users , Google for India;0
525;As PMEs já correspondem a 40% das empresas exportadoras do Brasil , segundo estudo de 2018 do Sebrae , mas não conseguem negociar o alto spread embutido nas transações cambiais intermediadas pelas instituições bancárias . , Brasil , PMEs;1
971;O Ministro da Defesa Nacional, Nuno Severiano Teixeira, desloca-se ao Afeganistão, no dia 29 de Dezembro, para efetuar uma visita às Forças Nacionais Destacadas em Cabul . , Afeganistão , Cabul;0
3135;Outra opção é a linha de crédito Faça Acontecer, do Sicoob-ES, que tem convênio com a Católica de Vitória Centro Universitário, Faesa, Fucape e Universidade Vila Velha, por exemplo. , Sicoob-ES , Fucape;1
1546;Rodrigo Ventura decidiu criar a 88i após validar sua tese no Startup Weekend Blockchain Techstars , evento patrocinado pelo Google e pela TechStars , braço de inovação do banco Barclays da Inglaterra . , Startup Weekend Blockchain Techstars , banco Barclays da Inglaterra;0
324;A Rede , credenciadora de cartões controlada pelo Itaú Unibanco , negocia uma parceria com a americana First Data . , First Data , Rede;1
1492;Pelo mesmo diapasão alinhou o delegado em Lagoa da Associação de Agricultores de Famalicão, António Ribeiro, em declarações ao Público . , Lagoa da Associação de Agricultores de Famalicão , António Ribeiro;1
2092;Por meio dessa parceria , nossos clientes do cartão BOM poderão ter acesso a multi funções : além do uso no transporte público , poderá ser utilizado como meio de pagamento onde a bandeira Elo é aceita , explica Rubens Gil Filho , presidente da Autopass . , Autopass , Rubens Gil Filho;1
943;Klein afirmou que os principais executivos da Via Varejo estão na China nesta semana , reunindo-se com Tencent Holdings e outras grupos sobre potenciais soluções de pagamento que poderiam ser trazidas ao Brasil . , Tencent Holdings , China;0
1427;Orientado por Ricardo Diaz, da Universidade Federal de São Paulo, Matos fez dessa pesquisa seu estudo de doutorado. , Universidade Federal de São Paulo , Matos;0
57;A Caixa é controladora do Pan , ao lado do BTG , com 32,8 % do negócio . , Pan , Caixa;1
1055;No PSD deu-se mais um passo para a irrelevância, ou ainda pior, para tornar o partido um mero gestor alternativo das políticas do PS. , PS , PSD;0
2637;A XP decidiu estabelecer um intervalo de corretagem que transaciona pelo home broker e nós da Monte Bravo decidimos trabalhar na política de preços menor. , XP , Monte Bravo;0
